City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Santa Lucia,ES,27.91,-15.54,75.0,64,40,16.11,scattered clouds
361,Gaoual,GN,11.75,-13.2,98.28,36,1,0.67,clear sky
362,Bosobolo,CD,4.18,19.9,87.1,58,55,4.56,light rain
363,Effium,NG,6.63,8.06,89.6,62,40,4.7,scattered clouds
364,Torrox,ES,36.76,-3.95,68.0,63,0,4.0,clear sky
365,Cururupu,BR,-1.83,-44.87,82.4,80,59,7.58,broken clouds
366,Kirakira,SB,-10.45,161.92,80.55,79,46,2.17,scattered clouds
367,Jalu,LY,29.03,21.55,74.73,36,0,11.14,clear sky
368,Portobelo,PA,9.55,-79.65,77.0,91,28,7.0,scattered clouds
369,Coruripe,BR,-10.13,-36.18,80.51,75,48,14.14,scattered clouds
370,Hualmay,PE,-11.1,-77.61,62.76,81,88,4.61,overcast clouds
371,Sheridan,US,44.83,-106.92,19.4,57,90,10.29,overcast clouds
372,Arman,RU,59.7,150.17,5.23,84,76,11.59,broken clouds
373,Mayskiy,RU,47.69,40.1,48.2,76,75,2.24,broken clouds
374,Fangshan,CN,39.7,115.99,54.0,33,0,3.09,clear sky
375,Oussouye,SN,12.48,-16.55,93.2,70,0,4.7,clear sky
376,Jinchang,CN,38.5,102.17,43.66,48,0,3.15,clear sky
377,Nova Olimpia,BR,-14.8,-57.29,79.2,63,100,5.21,light rain
378,Port Hardy,CA,50.7,-127.42,42.8,100,75,3.36,broken clouds
379,Tiznit,MA,29.58,-9.5,72.09,35,67,4.76,broken clouds
380,Lujan,AR,-34.57,-59.1,66.99,78,100,7.0,light rain
381,Suntar,RU,62.14,117.63,10.89,95,100,8.5,light snow
382,Dongsheng,CN,39.82,109.98,39.85,62,32,5.23,scattered clouds
383,San Ramon,US,37.78,-121.98,43.0,80,1,3.36,clear sky
384,Oksfjord,NO,70.24,22.35,39.2,64,90,18.34,shower rain
385,Mata De Sao Joao,BR,-12.53,-38.3,82.4,61,20,9.17,few clouds
386,Golden,US,39.76,-105.22,41.0,38,90,12.75,overcast clouds
387,Puerto Del Rosario,ES,28.5,-13.86,73.4,69,20,12.75,few clouds
388,Ancud,CL,-41.87,-73.82,57.99,93,3,2.24,clear sky
389,Odessa,UA,46.48,30.73,48.2,100,90,8.95,overcast clouds
390,La Rioja,ES,42.25,-2.5,60.01,82,20,1.12,few clouds
391,Cabadiangan,PH,9.75,122.47,77.88,81,34,1.54,scattered clouds
392,Todos Santos,MX,23.45,-110.22,66.99,71,15,3.0,few clouds
393,Nioro,GM,13.35,-15.75,95.07,35,0,3.89,clear sky
394,Tessalit,ML,20.2,1.01,87.64,13,0,15.1,clear sky
395,Superior,US,46.72,-92.1,63.0,88,90,8.05,overcast clouds
396,Gwadar,PK,25.12,62.33,80.24,71,0,13.35,clear sky
397,Riyadh,SA,24.69,46.72,87.8,27,0,10.29,clear sky
398,Port Blair,IN,11.67,92.75,81.68,79,0,10.09,light rain
399,Nemuro,JP,43.32,145.57,38.07,76,100,8.03,light rain
400,Hanmer Springs,NZ,-42.52,172.82,44.08,87,100,3.96,overcast clouds
401,Martyush,RU,56.4,61.88,33.46,89,99,12.97,overcast clouds
402,Mwanza,TZ,-2.52,32.9,77.0,69,40,11.41,scattered clouds
403,Rathcoole,IE,53.28,-6.47,57.2,87,75,8.05,broken clouds
404,Bramming,DK,55.47,8.7,46.4,93,1,6.93,clear sky
405,Hede,CN,33.77,120.25,51.69,48,18,3.42,few clouds
406,Hamilton,US,39.18,-84.53,57.2,67,1,4.7,clear sky
407,Zhigansk,RU,66.77,123.37,-14.57,88,37,12.01,scattered clouds
408,San Quintin,MX,30.48,-115.95,59.0,63,29,16.6,scattered clouds
409,Vilani,LV,56.55,26.92,42.28,77,11,8.39,few clouds
410,Nuuk,GL,64.18,-51.72,17.6,85,75,17.22,light snow
411,Valparaiso,CL,-33.04,-71.63,55.99,87,90,6.87,overcast clouds
412,Warrington,GB,53.39,-2.58,59.0,93,90,6.93,overcast clouds
413,Clonakilty,IE,51.62,-8.87,54.0,100,90,13.87,light intensity drizzle
414,Yaan,NG,7.38,8.57,93.16,37,40,3.74,scattered clouds
415,Klaksvik,FO,62.23,-6.59,50.0,100,100,8.05,overcast clouds
416,Clarksville,US,36.53,-87.36,60.8,82,90,4.79,overcast clouds
417,Sosnovka,RU,56.26,51.28,33.31,89,98,10.54,overcast clouds
418,Nanning,CN,22.82,108.32,71.6,43,0,6.71,light rain
419,Solenzo,BF,12.18,-4.08,94.24,12,25,8.9,scattered clouds
420,Gigmoto,PH,13.78,124.39,80.91,85,100,8.5,overcast clouds
421,Pachino,IT,36.72,15.09,69.01,65,0,4.0,clear sky
422,Brownfield,US,33.18,-102.27,57.99,91,5,1.01,clear sky
423,Ilulissat,GL,69.22,-51.1,14.0,72,75,5.82,broken clouds
424,Ayagoz,KZ,47.97,80.44,37.78,76,74,23.17,broken clouds
425,Touros,BR,-5.2,-35.46,78.8,94,75,11.41,shower rain
426,Kaoma,ZM,-14.78,24.8,101.44,12,40,8.32,scattered clouds
427,Dumai,ID,1.68,101.45,76.1,93,85,1.92,overcast clouds
428,Mumford,GH,5.26,-0.76,84.0,68,66,9.44,broken clouds
429,Laela,TZ,-8.57,32.05,89.69,17,45,8.12,scattered clouds
430,Nizhniy Kuranakh,RU,58.84,125.49,-4.13,85,0,2.68,clear sky
431,Yerkoy,TR,39.64,34.47,60.78,36,0,0.67,clear sky
432,Narsaq,GL,60.92,-46.05,26.6,92,75,0.67,light snow
433,Euclides Da Cunha,BR,-10.51,-39.02,75.96,67,78,7.36,broken clouds
434,Brasilia,BR,-15.78,-47.93,75.2,73,40,2.24,scattered clouds
435,Nauta,PE,-4.51,-73.58,75.51,94,100,1.88,overcast clouds
436,Solnechnyy,RU,50.72,136.63,12.06,86,94,2.98,overcast clouds
437,Modasa,IN,23.47,73.3,82.45,24,0,1.99,clear sky
438,Pochutla,MX,15.74,-96.47,75.0,85,0,2.95,clear sky
439,Dzilam Gonzalez,MX,21.28,-88.93,73.94,94,34,5.01,light rain
440,Anadyr,RU,64.75,177.48,12.2,92,20,4.47,few clouds
441,La Ronge,CA,55.1,-105.28,10.4,78,81,9.17,broken clouds
442,Bin Qirdan,TN,33.14,11.22,75.6,43,0,3.67,clear sky
443,Erenhot,CN,43.65,111.98,36.81,67,0,2.82,clear sky
444,Mananjary,MG,-21.22,48.33,79.54,64,8,11.05,clear sky
445,Beira,MZ,-19.84,34.84,89.01,70,20,20.8,few clouds
446,Sosva,RU,59.18,61.86,32.14,94,85,8.01,overcast clouds
447,Rjukan,NO,59.88,8.59,44.01,51,78,3.06,broken clouds
448,Sri Aman,MY,1.24,111.46,73.4,100,99,2.24,heavy intensity rain
449,Dalaba,GN,10.7,-12.25,80.13,29,0,4.23,clear sky
450,Bintulu,MY,3.17,113.03,77.0,94,40,3.36,moderate rain
451,Luganville,VU,-15.53,167.17,78.71,83,93,5.32,light rain
452,Rawlins,US,41.79,-107.24,28.0,79,40,2.28,scattered clouds
453,Oyama,JP,36.3,139.8,62.01,70,75,4.7,broken clouds
454,Vila Franca Do Campo,PT,37.72,-25.43,64.4,59,20,11.41,few clouds
455,Pangnirtung,CA,66.15,-65.71,6.42,83,75,2.57,broken clouds
456,Cherskiy,RU,68.75,161.3,1.9,94,99,5.26,light snow
457,Rabo De Peixe,PT,37.8,-25.58,64.4,59,20,11.41,few clouds
458,Wajir,KE,1.75,40.06,86.29,53,80,5.06,broken clouds
459,Atambua,ID,-9.11,124.89,78.26,79,100,2.89,overcast clouds
460,Korla,CN,41.76,86.15,44.35,48,56,3.24,broken clouds
461,Hofn,IS,64.25,-15.21,48.2,81,90,8.05,overcast clouds
462,Toamasina,MG,-18.17,49.38,78.8,83,75,6.93,light rain
463,Nisia Floresta,BR,-6.09,-35.21,78.8,88,75,13.87,shower rain
464,Rossland,CA,49.08,-117.8,25.0,83,2,1.99,clear sky
465,Kibala,TD,9.11,18.35,95.0,36,0,9.17,clear sky
466,Palafrugell,ES,41.92,3.16,64.99,45,100,7.61,overcast clouds
467,Loandjili,CG,-4.76,11.86,78.8,88,75,11.41,broken clouds
468,Maumere,ID,-8.62,122.21,82.62,72,98,7.14,overcast clouds
469,Cardston,CA,49.2,-113.3,15.8,84,53,3.36,broken clouds
470,Venustiano Carranza,MX,19.43,-99.1,53.6,58,5,3.36,clear sky
471,Ambon,ID,-3.7,128.18,80.6,88,40,5.82,light rain
472,Tyup,KG,42.73,78.36,35.17,80,12,7.25,few clouds
473,Qinzhou,CN,21.95,108.62,68.9,48,0,9.28,light rain
474,Saint-Gaudens,FR,43.08,0.67,66.2,52,0,3.36,clear sky
475,Mogocha,RU,53.73,119.77,14.5,82,96,2.08,overcast clouds
476,Grenfell,AU,-33.9,148.17,57.9,52,0,5.5,clear sky
477,Samarai,PG,-10.62,150.67,79.66,84,100,14.12,moderate rain
478,Tuatapere,NZ,-46.13,167.68,46.99,89,18,3.0,few clouds
479,Gambela,ET,8.25,34.58,93.58,39,5,2.24,clear sky
480,Omboue,GA,-1.57,9.26,76.23,88,100,8.01,overcast clouds
481,Koslan,RU,63.46,48.9,32.14,97,100,9.22,overcast clouds
482,Snezhnogorsk,RU,69.19,33.25,30.2,92,75,2.24,broken clouds
483,Mamou,GN,10.5,-12.0,86.47,29,4,3.29,clear sky
484,Inhambane,MZ,-23.86,35.38,89.6,62,0,11.41,clear sky
485,Cuamba,MZ,-14.8,36.54,100.45,18,44,7.72,scattered clouds
486,Moultonborough,US,43.75,-71.4,48.0,100,90,3.36,fog
487,Doume,CM,4.23,13.45,88.88,39,36,4.32,scattered clouds
488,Nyurba,RU,63.28,118.33,8.2,93,90,7.87,light snow
489,Antrim,GB,54.67,-6.25,55.0,93,40,9.17,scattered clouds
490,Camacupa,AO,-12.02,17.48,90.14,28,6,5.01,clear sky
491,Mayumba,GA,-3.43,10.66,76.21,86,100,9.13,overcast clouds
492,Walvis Bay,NA,-22.96,14.51,64.99,73,37,8.01,scattered clouds
493,Chimoio,MZ,-19.12,33.48,93.2,46,0,9.17,haze
494,Lincoln,US,40.8,-96.67,66.2,72,90,24.16,overcast clouds
495,Callaway,US,30.15,-85.57,72.0,94,40,10.29,scattered clouds
496,Shirokiy,RU,49.76,129.52,8.4,91,0,6.38,clear sky
497,Ouesso,CG,1.61,16.05,81.07,85,95,3.0,moderate rain
498,Ajdabiya,LY,30.76,20.23,73.09,43,3,9.48,clear sky
499,Takaka,NZ,-40.85,172.8,52.0,80,47,4.34,scattered clouds
500,Augusto Correa,BR,-1.02,-46.63,86.16,64,32,7.72,scattered clouds
501,Hermiston,US,45.84,-119.29,34.0,79,1,5.82,clear sky
502,Waingapu,ID,-9.66,120.26,83.52,69,100,2.98,overcast clouds
503,Vardo,NO,70.37,31.11,32.0,84,40,25.28,shower rain
504,Venezuela,VE,8.0,-66.0,79.16,79,100,1.3,overcast clouds
505,Avera,US,33.19,-82.53,66.99,87,40,10.29,scattered clouds
506,Kirkuk,IQ,35.47,44.39,80.92,28,89,7.56,overcast clouds
507,Lerwick,GB,60.15,-1.15,51.8,93,75,11.41,broken clouds
508,Eureka,US,40.8,-124.16,32.0,92,1,4.7,clear sky
509,Barstow,US,34.9,-117.02,37.4,64,1,9.17,clear sky
510,Yoichi,JP,43.2,140.77,35.6,77,75,1.12,light rain
511,Selkirk,CA,50.14,-96.88,28.4,54,10,6.93,clear sky
512,Lakes Entrance,AU,-37.88,147.98,57.99,90,0,3.11,clear sky
513,Noyabrsk,RU,63.2,75.45,22.64,98,86,8.21,overcast clouds
514,Alice Springs,AU,-23.7,133.88,91.4,11,63,1.12,broken clouds
515,Kampot,KH,10.62,104.18,82.4,78,40,2.24,scattered clouds
516,Westport,US,41.14,-73.36,46.4,81,1,3.69,clear sky
517,Port Hedland,AU,-20.32,118.57,80.6,54,0,14.99,clear sky
518,Arona,ES,28.1,-16.68,75.2,57,20,19.46,few clouds
519,Izumo,JP,35.37,132.77,48.2,70,20,6.93,few clouds
520,Caravelas,BR,-17.71,-39.25,81.86,64,79,8.28,broken clouds
521,Sladkovo,RU,55.53,70.34,33.6,90,99,18.1,overcast clouds
522,Bodden Town,KY,19.28,-81.25,80.6,88,75,14.99,shower rain
523,Teguise,ES,29.06,-13.56,73.4,69,20,12.75,few clouds
524,Svetlaya,RU,46.54,138.33,26.04,84,25,8.97,scattered clouds
525,Yeppoon,AU,-23.13,150.73,71.6,60,33,10.29,scattered clouds
526,Santa Rosa,PH,14.31,121.11,84.2,74,40,5.82,scattered clouds
527,Mae Sai,TH,20.43,99.88,78.01,61,0,3.36,clear sky
528,Cagliari,IT,39.24,9.09,71.6,73,40,10.29,scattered clouds
529,Ishigaki,JP,24.34,124.16,69.8,83,75,24.16,broken clouds
530,Meadow Lake,US,34.8,-106.54,50.0,34,40,9.17,scattered clouds
531,Saint-Leu,RE,-21.15,55.28,80.6,69,20,23.04,few clouds
532,Lorengau,PG,-2.02,147.27,81.34,75,98,3.33,moderate rain
533,Balikpapan,ID,-1.27,116.83,86.0,70,20,8.05,few clouds
534,San Cristobal,VE,7.77,-72.22,75.2,94,40,2.24,fog
535,Manggar,ID,-2.88,108.27,81.97,75,92,3.94,overcast clouds
536,Providencia,MX,28.72,-111.58,57.99,71,36,1.01,scattered clouds
537,Honiara,SB,-9.43,159.95,78.8,94,20,1.7,few clouds
538,Coihaique,CL,-45.58,-72.07,55.4,71,0,6.93,clear sky
539,San Lawrenz,MT,36.06,14.2,71.01,64,20,9.17,few clouds
540,Skagen,DK,57.72,10.58,48.2,93,90,8.05,overcast clouds
541,Nouakchott,MR,18.09,-15.98,91.4,14,0,9.17,clear sky
542,Hambantota,LK,6.12,81.12,80.6,100,75,3.36,thunderstorm
543,Tonantins,BR,-2.87,-67.8,75.81,96,100,1.9,heavy intensity rain
544,Tiarei,PF,-17.53,-149.33,77.0,83,75,4.7,broken clouds
545,Bull Savanna,JM,17.89,-77.59,75.36,90,24,3.15,few clouds
546,Christiansburg,US,37.13,-80.41,55.0,100,1,0.94,clear sky
547,Dingle,PH,11.0,122.67,76.64,91,89,5.39,light rain
548,Yarada,IN,17.65,83.27,82.4,48,0,9.17,haze
549,Margate,GB,51.38,1.39,57.99,93,100,1.99,overcast clouds
550,Anito,PH,12.45,125.29,79.75,87,99,3.04,heavy intensity rain
551,Skorodnoye,RU,51.07,37.23,46.4,87,75,6.71,broken clouds
552,Aygut,AM,40.68,45.17,55.26,38,0,4.79,clear sky
553,Kuznechnoye,RU,61.12,29.87,41.0,73,49,13.13,scattered clouds
554,Ambilobe,MG,-13.2,49.05,95.92,29,98,2.17,overcast clouds
555,Santa Helena De Goias,BR,-17.81,-50.6,84.45,49,70,7.07,broken clouds
556,Fairbanks,US,64.84,-147.72,28.4,79,90,16.11,light snow
557,Miandrivazo,MG,-19.52,45.47,101.19,13,65,5.17,broken clouds
558,Codrington,AU,-38.27,141.97,66.09,69,84,12.82,broken clouds
559,Zhigalovo,RU,54.81,105.16,30.7,95,2,1.81,clear sky
560,Makakilo City,US,21.35,-158.09,77.0,83,75,4.7,broken clouds
561,Mitchell,US,43.71,-98.03,33.8,86,90,31.09,heavy intensity rain
562,Plaridel,PH,14.89,120.86,84.2,74,40,5.82,scattered clouds
563,Jimma,ET,7.67,36.83,75.49,55,45,1.43,light rain
564,Conceicao Do Araguaia,BR,-8.26,-49.26,86.59,68,46,1.63,scattered clouds
565,Moerai,PF,-22.43,-151.33,75.18,79,91,17.78,overcast clouds
566,Mount Isa,AU,-20.73,139.5,82.4,13,0,5.82,clear sky
567,Tabas,IR,33.6,56.92,75.2,27,0,6.93,clear sky
568,Tamworth,GB,52.63,-1.7,53.6,100,75,10.29,mist
569,Broken Hill,AU,-31.95,141.43,84.2,21,40,10.29,scattered clouds
570,Oranjemund,NA,-28.55,16.43,63.95,56,0,28.16,clear sky
571,Dubai,AE,25.26,55.3,91.4,48,20,13.87,few clouds
572,Vanavara,RU,60.34,102.28,36.19,87,100,10.85,overcast clouds
573,Dulce Nombre De Culmi,HN,15.1,-85.53,64.94,86,57,2.28,broken clouds
574,Adre,TD,13.47,22.2,89.31,19,1,2.08,clear sky
575,Rajshahi,BD,24.37,88.6,80.78,48,0,5.55,clear sky
576,Lubben,DE,51.95,13.9,46.0,93,90,8.05,mist
577,Concepcion Del Oro,MX,24.63,-101.42,50.36,53,0,2.06,clear sky
578,Bafoulabe,ML,13.81,-10.83,99.19,11,0,7.31,clear sky
579,Yumen,CN,40.28,97.2,33.48,80,0,1.23,clear sky
580,Buin,CL,-33.73,-70.75,64.99,71,0,1.68,clear sky
581,Quelimane,MZ,-17.88,36.89,100.0,56,20,17.22,few clouds
582,Trinidad,BO,-14.83,-64.9,77.0,78,75,4.7,smoke
583,Stykkisholmur,IS,65.08,-22.73,38.91,78,96,13.33,light rain
584,Mitu,CO,1.2,-70.17,74.08,98,96,2.55,moderate rain
585,Ixtapa,MX,20.7,-105.2,73.99,88,37,3.06,scattered clouds
586,Albury,AU,-36.08,146.92,64.4,63,0,3.74,clear sky
587,Maceio,BR,-9.67,-35.74,77.0,88,90,14.99,mist
588,Rosarito,MX,32.33,-117.03,54.0,58,75,14.54,moderate rain
589,Ca Mau,VN,9.18,105.15,77.5,85,96,2.57,overcast clouds
590,Chengzihe,CN,45.33,131.07,15.51,87,33,7.65,scattered clouds
591,Tucuman,AR,-26.82,-65.22,60.8,87,86,3.67,mist
592,Gonbad-E Qabus,IR,37.25,55.17,68.0,34,0,5.64,clear sky
593,Port-Cartier,CA,50.03,-66.87,30.99,92,90,0.11,overcast clouds
594,Kerouane,GN,9.27,-9.02,90.61,32,50,3.18,scattered clouds
595,Ardakan,IR,32.31,54.02,69.8,32,0,6.93,clear sky
596,Rio De Jesus,PA,7.98,-81.16,74.71,92,92,2.95,overcast clouds
597,Gazimurskiy Zavod,RU,51.55,118.33,16.59,93,52,3.89,broken clouds
598,Ahuimanu,US,21.44,-157.84,78.8,74,90,11.41,overcast clouds
599,Maniitsoq,GL,65.42,-52.9,21.83,86,100,26.02,overcast clouds
600,Mikhaylovka,RU,50.06,43.24,48.0,56,12,10.0,few clouds
601,Ankang,CN,32.68,109.02,61.5,49,0,1.39,clear sky
602,Sao Joao Da Barra,BR,-21.64,-41.05,77.0,94,90,3.47,overcast clouds
603,Roebourne,AU,-20.78,117.13,76.23,52,0,18.07,clear sky
604,Harwich,GB,51.94,1.28,60.01,93,98,4.0,overcast clouds
605,Macau,MO,22.2,113.55,75.2,73,20,14.99,light rain
606,Felanitx,ES,39.47,3.15,71.6,73,20,3.36,few clouds
607,Mollendo,PE,-17.02,-72.01,63.34,77,90,5.5,overcast clouds
608,Pangkalanbuun,ID,-2.68,111.62,76.73,89,84,1.77,broken clouds
609,Gravdal,NO,68.12,13.5,39.2,64,75,12.75,broken clouds
610,Berezovyy,RU,51.67,135.7,9.19,90,74,1.01,broken clouds
611,Camana,PE,-16.62,-72.71,64.44,77,91,6.35,overcast clouds
612,Vila,PT,42.03,-8.16,57.0,89,62,6.6,broken clouds
613,Bogorodskoye,RU,56.55,37.88,36.23,81,18,12.75,few clouds
614,Puri,IN,19.8,85.85,80.6,54,0,3.36,haze
615,Chivay,PE,-15.64,-71.6,50.52,49,54,1.19,broken clouds
616,Raton,US,36.9,-104.44,41.0,56,1,14.99,clear sky
617,Paramonga,PE,-10.67,-77.83,62.58,83,98,4.74,overcast clouds
618,Candido Mendes,BR,-1.45,-45.72,84.15,72,68,7.63,broken clouds
619,Yabrud,SY,33.97,36.66,60.8,72,75,4.7,broken clouds
620,Calabozo,VE,8.92,-67.43,76.33,92,51,2.98,broken clouds
621,Bundaberg,AU,-24.85,152.35,71.01,63,88,9.17,overcast clouds
622,Xingyi,CN,24.19,102.82,49.01,89,42,2.42,scattered clouds
623,Rahatgarh,IN,23.78,78.37,72.48,26,0,4.68,clear sky
624,Kuryk,KZ,43.2,51.65,60.71,68,53,6.17,broken clouds
625,Odda,NO,60.07,6.55,46.99,80,79,3.09,broken clouds
626,Muroto,JP,33.28,134.15,55.4,66,75,9.17,broken clouds
627,Reconquista,AR,-29.15,-59.65,71.94,83,54,5.86,broken clouds
628,Phuket,TH,8.0,98.25,84.0,78,20,4.7,few clouds
629,Hammond,US,41.58,-87.5,64.0,67,1,8.05,clear sky
630,Trimbak,IN,19.93,73.55,71.69,42,0,6.42,clear sky
631,Caraballeda,VE,10.61,-66.85,71.01,81,100,1.01,overcast clouds
632,Usinsk,RU,65.99,57.53,21.65,97,91,9.89,overcast clouds
633,Berlevag,NO,70.86,29.09,35.6,87,75,32.21,broken clouds
634,Belmonte,BR,-15.86,-38.88,80.6,65,40,10.29,scattered clouds
635,Tomatlan,MX,19.93,-105.25,67.41,91,24,2.24,few clouds
636,Urubicha,BO,-15.38,-62.95,84.25,57,30,7.05,scattered clouds
637,Onega,RU,63.91,38.14,35.53,85,99,9.51,overcast clouds
638,Canutama,BR,-6.53,-64.38,75.25,91,98,3.91,overcast clouds
639,Cap Malheureux,MU,-19.98,57.61,77.0,71,5,11.99,light rain
640,Hebi,CN,35.9,114.19,54.73,38,0,3.09,clear sky
641,Gewane,ET,10.17,40.65,95.11,13,0,10.8,clear sky
642,Roma,US,43.21,-75.46,37.4,86,1,3.13,clear sky
643,Soyo,AO,-6.13,12.37,80.31,77,99,13.15,light rain
644,Ola,RU,59.58,151.28,7.18,85,70,13.49,broken clouds
645,Beidao,CN,34.57,105.89,42.01,54,0,1.99,clear sky
646,Hay River,CA,60.82,-115.8,21.2,73,45,14.99,scattered clouds
647,El Colomo,MX,19.05,-104.25,73.13,73,83,2.89,broken clouds
648,Weinan,CN,34.5,109.51,57.99,61,0,6.71,clear sky
649,Xapuri,BR,-10.65,-68.5,77.0,94,75,2.1,broken clouds
650,Kismayo,SO,-0.36,42.55,84.9,66,37,13.87,scattered clouds
651,Vestmannaeyjar,IS,63.44,-20.27,44.6,93,90,35.57,overcast clouds
652,Moron,AR,-34.65,-58.62,69.01,71,100,3.0,overcast clouds
653,Phalombe,MW,-15.81,35.65,94.62,27,85,4.18,overcast clouds
654,Dabakala,CI,8.37,-4.43,96.01,41,19,1.63,few clouds
655,Miguel Hidalgo,MX,19.42,-99.2,53.6,58,5,3.36,clear sky
656,Kamenka,RU,51.32,42.77,45.0,59,0,7.81,clear sky
657,Kinkala,CG,-4.36,14.76,82.4,69,75,5.82,broken clouds
658,Okha,RU,53.57,142.95,24.62,97,100,28.36,light snow
659,Qaqortoq,GL,60.72,-46.03,26.6,92,75,1.66,light snow
660,Talcahuano,CL,-36.72,-73.12,51.8,87,0,6.93,clear sky
661,Anloga,GH,5.79,0.9,89.6,62,20,9.17,few clouds
662,Yongan,CN,39.7,113.69,39.25,58,0,1.23,clear sky
663,Florence,IT,43.77,11.25,66.0,72,0,1.12,clear sky
664,Kondopoga,RU,62.21,34.26,33.8,84,90,8.95,overcast clouds
665,Adrar,MR,20.5,-10.07,91.35,11,43,12.71,scattered clouds
666,Ngunguru,NZ,-35.62,174.5,55.0,92,41,7.29,scattered clouds
667,Saint George,US,37.1,-113.58,39.0,93,75,5.82,broken clouds
668,Estelle,US,29.85,-90.11,70.0,100,1,9.17,clear sky
669,Gat,IL,31.61,34.76,80.01,57,0,4.59,clear sky
670,Mayuge,UG,0.46,33.48,76.35,75,9,4.9,moderate rain
671,Shorkot,PK,31.91,70.88,78.24,17,16,6.17,few clouds
672,Killybegs,IE,54.63,-8.45,59.0,93,40,10.29,scattered clouds
673,Joshimath,IN,30.57,79.57,50.74,46,5,0.98,clear sky
674,Tecpan,GT,14.76,-90.99,66.0,88,75,6.93,mist
675,Tivaouane,SN,14.95,-16.81,93.2,21,0,9.17,clear sky
676,Haikou,CN,20.05,110.34,75.2,57,0,11.18,clear sky
677,Yar-Sale,RU,66.83,70.83,14.47,96,100,8.23,overcast clouds
678,Pundaguitan,PH,6.37,126.17,83.71,77,94,9.98,light rain
679,Flinders,AU,-34.58,150.86,61.0,74,15,6.89,few clouds
680,Severomorsk,RU,69.07,33.42,30.2,92,75,2.24,broken clouds
681,Mount Gambier,AU,-37.83,140.77,71.6,49,64,5.82,broken clouds
682,Shingu,JP,33.73,135.98,57.2,58,75,6.93,broken clouds
683,Port Macquarie,AU,-31.43,152.92,63.0,73,58,0.31,broken clouds
684,Bassila,BJ,9.01,1.67,92.17,22,85,5.21,overcast clouds
685,Maamba,ZM,-17.37,27.15,103.78,12,86,11.5,overcast clouds
686,Tab,HU,46.73,18.03,44.6,93,90,4.7,mist
687,Bure,ET,10.7,37.07,71.82,61,46,0.18,light rain
688,Dwarka,IN,22.24,68.97,85.89,34,0,7.61,clear sky
689,Qunduz,AF,36.73,68.86,60.71,46,77,4.56,broken clouds
690,Mahibadhoo,MV,3.78,72.97,84.79,68,45,6.49,scattered clouds
691,Martapura,ID,-3.42,114.85,80.6,88,89,6.93,overcast clouds
692,Maribo,DK,54.78,11.5,45.0,95,0,7.0,clear sky
693,Necochea,AR,-38.55,-58.74,64.15,68,91,8.57,overcast clouds
694,Piranshahr,IR,36.7,45.14,60.8,41,89,2.75,light rain
695,Sam Roi Yot,TH,12.27,99.87,82.4,61,20,8.05,few clouds
696,Pumiao,CN,22.75,108.48,71.6,43,0,6.71,light rain
697,Namibe,AO,-15.2,12.15,78.8,74,20,13.87,few clouds
698,Bonavista,CA,48.65,-53.11,30.99,86,92,6.93,overcast clouds
699,Valenca,BR,-13.37,-39.07,82.09,59,21,5.91,few clouds
700,Ewo,CG,-0.87,14.82,84.13,67,100,4.85,light rain
701,Elban,RU,50.1,136.51,18.45,77,81,4.9,broken clouds
702,Nantucket,US,41.28,-70.1,48.2,100,1,4.7,clear sky
703,Karpathos,GR,35.51,27.21,69.8,77,40,12.75,scattered clouds
704,Rincon,US,32.3,-81.24,71.6,83,75,12.75,broken clouds
705,Tambura,SS,5.6,27.47,81.79,60,77,5.1,broken clouds
706,Sarangani,PH,5.4,125.46,83.75,75,44,9.37,light rain
707,Mao,ES,39.89,4.27,68.0,77,20,6.93,few clouds
708,Itoman,JP,26.12,127.67,71.6,60,75,14.99,broken clouds
709,San,ML,13.3,-4.9,95.47,10,0,12.44,clear sky
710,Delano,US,35.77,-119.25,35.6,68,1,3.36,clear sky
711,Katherine,AU,-14.47,132.27,96.8,22,78,6.93,broken clouds
712,Bonthe,SL,7.53,-12.51,83.88,71,81,5.35,broken clouds
713,Richards Bay,ZA,-28.78,32.04,76.64,71,83,13.2,broken clouds
714,Stornoway,GB,58.21,-6.39,53.6,87,75,6.93,broken clouds
715,Puerto Ayacucho,VE,5.66,-67.62,77.54,89,83,3.18,broken clouds
716,Udachnyy,RU,66.42,112.4,8.6,84,90,8.95,light snow
717,Stromness,GB,58.97,-3.3,51.8,93,75,13.87,light intensity drizzle
718,Constitucion,CL,-35.33,-72.42,60.19,60,0,5.32,clear sky
719,Skjervoy,NO,70.03,20.97,37.4,86,75,13.87,light rain
720,Portland,US,45.52,-122.68,34.0,86,90,0.69,overcast clouds
721,Talnakh,RU,69.49,88.4,23.0,92,40,13.42,light snow
722,Zaria,NG,11.11,7.72,86.79,21,23,9.42,few clouds
723,Huarmey,PE,-10.07,-78.15,62.49,81,97,4.9,overcast clouds
724,Mindelo,CV,16.89,-24.98,82.4,65,40,31.09,scattered clouds
